Surface-Form,Link,Part-of-Speech
Temple C,https://en.wikipedia.org/wiki/Temple_C,NNP NNP
Syracuse,https://en.wikipedia.org/wiki/Syracuse,NN
Delphi,https://en.wikipedia.org/wiki/Delphi,NN
"Thebes, Greece","https://en.wikipedia.org/wiki/Thebes,_Greece","NNP , NNP"
Chios,https://en.wikipedia.org/wiki/Chios,NNS
Ionic,https://en.wikipedia.org/wiki/Ionic,JJ
Abae,https://en.wikipedia.org/wiki/Abae,NN
Phocis,https://en.wikipedia.org/wiki/Phocis,NN
Persians,https://en.wikipedia.org/wiki/Persians,NNS
Xerxes,https://en.wikipedia.org/wiki/Xerxes,NNS
Boeotians,https://en.wikipedia.org/wiki/Boeotians,NNS
Hadrian,https://en.wikipedia.org/wiki/Hadrian,JJ
Mycenaean,https://en.wikipedia.org/wiki/Mycenaean,NN
Delos,https://en.wikipedia.org/wiki/Delos,NN
Doric,https://en.wikipedia.org/wiki/Doric,NN
Ambracia,https://en.wikipedia.org/wiki/Ambracia,NN
Doric,https://en.wikipedia.org/wiki/Doric,NN
Arta,https://en.wikipedia.org/wiki/Arta,NN
stylobate,https://en.wikipedia.org/wiki/stylobate,NN
Bassae,https://en.wikipedia.org/wiki/Bassae,NN
Peloponnesus,https://en.wikipedia.org/wiki/Peloponnesus,NN
Iktinos,https://en.wikipedia.org/wiki/Iktinos,NNS
Doric,https://en.wikipedia.org/wiki/Doric,NN
Ionic,https://en.wikipedia.org/wiki/Ionic,JJ
Corinthian,https://en.wikipedia.org/wiki/Corinthian,JJ
stylobate,https://en.wikipedia.org/wiki/stylobate,NN
Doric,https://en.wikipedia.org/wiki/Doric,NN
peristyle,https://en.wikipedia.org/wiki/peristyle,NN
Didyma,https://en.wikipedia.org/wiki/Didyma,NN
Miletus,https://en.wikipedia.org/wiki/Miletus,NN
Ionic,https://en.wikipedia.org/wiki/Ionic,JJ
Clarus,https://en.wikipedia.org/wiki/Clarus,NN
Colophon,https://en.wikipedia.org/wiki/Colophon,NN
Doric,https://en.wikipedia.org/wiki/Doric,NN
Hadrian,https://en.wikipedia.org/wiki/Hadrian,JJ
Hamaxitus,https://en.wikipedia.org/wiki/Hamaxitus,NN
Troad,https://en.wikipedia.org/wiki/Troad,NN
Iliad,https://en.wikipedia.org/wiki/Iliad,NN
Chryses,https://en.wikipedia.org/wiki/Chryses,NNS
stylobate,https://en.wikipedia.org/wiki/stylobate,NN
Etruscan and Roman temples,https://en.wikipedia.org/wiki/Etruscan_and_Roman_temples,JJ CC NNP NNS
Veii,https://en.wikipedia.org/wiki/Veii,NN
Etruria,https://en.wikipedia.org/wiki/Etruria,NNS
Tuscan,https://en.wikipedia.org/wiki/Tuscan,JJ
Falerii Veteres,https://en.wikipedia.org/wiki/Falerii_Veteres,CD NNS
Etruria,https://en.wikipedia.org/wiki/Etruria,NNS
Apollo Soranus,https://en.wikipedia.org/wiki/Apollo_Soranus,NNP NNP
Pompeii,https://en.wikipedia.org/wiki/Pompeii,NN
Tuscan,https://en.wikipedia.org/wiki/Tuscan,JJ
Ionic,https://en.wikipedia.org/wiki/Ionic,JJ
temple of Apollo Sosianus,https://en.wikipedia.org/wiki/temple_of_Apollo_Sosianus,NN IN NNP NNP
Gaius Sosius,https://en.wikipedia.org/wiki/Gaius_Sosius,NNP NNP
Corinthian,https://en.wikipedia.org/wiki/Corinthian,JJ
temple of Apollo Palatinus,https://en.wikipedia.org/wiki/temple_of_Apollo_Palatinus,NN IN NNP NNP
Augustus,https://en.wikipedia.org/wiki/Augustus,NN
Ionic,https://en.wikipedia.org/wiki/Ionic,JJ
Melite,https://en.wikipedia.org/wiki/Melite,NN
Mdina,https://en.wikipedia.org/wiki/Mdina,NNP
Malta,https://en.wikipedia.org/wiki/Malta,NN
Temple of Apollo,https://en.wikipedia.org/wiki/Temple_of_Apollo,NN IN NNP
Mythology,https://en.wikipedia.org/wiki/Mythology,NN
Birth,https://en.wikipedia.org/wiki/Birth,NN
Hera,https://en.wikipedia.org/wiki/Hera,NN
Leto,https://en.wikipedia.org/wiki/Leto,NN
Delos,https://en.wikipedia.org/wiki/Delos,NN
Eileithyia,https://en.wikipedia.org/wiki/Eileithyia,NN
Artemis,https://en.wikipedia.org/wiki/Artemis,NNP
Ortygia,https://en.wikipedia.org/wiki/Ortygia,NN
Youth,https://en.wikipedia.org/wiki/Youth,NN
chthonic,https://en.wikipedia.org/wiki/chthonic,NN
Python,https://en.wikipedia.org/wiki/Python,NN
Delphi,https://en.wikipedia.org/wiki/Delphi,NN
Castalian Spring,https://en.wikipedia.org/wiki/Castalian_Spring,JJ NN
Hephaestus,https://en.wikipedia.org/wiki/Hephaestus,NN
Gaia,https://en.wikipedia.org/wiki/Gaia,NNP
Tityos,https://en.wikipedia.org/wiki/Tityos,NN
Tartarus,https://en.wikipedia.org/wiki/Tartarus,NN
vultures,https://en.wikipedia.org/wiki/vultures,NNS
Trojan War,https://en.wikipedia.org/wiki/Trojan_War,NNP NNP
Trojan War,https://en.wikipedia.org/wiki/Trojan_War,NNP NNP
Agamemnon,https://en.wikipedia.org/wiki/Agamemnon,NN
Chryses,https://en.wikipedia.org/wiki/Chryses,NNS
Chryseis,https://en.wikipedia.org/wiki/Chryseis,NN
Iliad,https://en.wikipedia.org/wiki/Iliad,NN
Iliad,https://en.wikipedia.org/wiki/Iliad,NN
Diomedes,https://en.wikipedia.org/wiki/Diomedes,NNS
Aeneas,https://en.wikipedia.org/wiki/Aeneas,NNS
Aphrodite,https://en.wikipedia.org/wiki/Aphrodite,NNP
Troy,https://en.wikipedia.org/wiki/Troy,NN
Paris,https://en.wikipedia.org/wiki/Paris,NNP
Achilles,https://en.wikipedia.org/wiki/Achilles,NNS
Achilles,https://en.wikipedia.org/wiki/Achilles,NNS
Troilus,https://en.wikipedia.org/wiki/Troilus,NN
Hecuba,https://en.wikipedia.org/wiki/Hecuba,NNP
Admetus,https://en.wikipedia.org/wiki/Admetus,NN
Hippolytus,https://en.wikipedia.org/wiki/Hippolytus,NN
Themis,https://en.wikipedia.org/wiki/Themis,NN
Hades,https://en.wikipedia.org/wiki/Hades,NNS
Cyclopes,https://en.wikipedia.org/wiki/Cyclopes,NNS
Tartarus,https://en.wikipedia.org/wiki/Tartarus,NN
hard labor,https://en.wikipedia.org/wiki/hard_labor,JJ NN
Leto,https://en.wikipedia.org/wiki/Leto,NN
shepherd,https://en.wikipedia.org/wiki/shepherd,NN
King Admetus,https://en.wikipedia.org/wiki/King_Admetus,VBG NNP
Pherae,https://en.wikipedia.org/wiki/Pherae,NN
Thessaly,https://en.wikipedia.org/wiki/Thessaly,NN
Alcestis,https://en.wikipedia.org/wiki/Alcestis,NN
King Pelias,https://en.wikipedia.org/wiki/King_Pelias,VBG NNP
Fates,https://en.wikipedia.org/wiki/Fates,NNS
Heracles,https://en.wikipedia.org/wiki/Heracles,NNS
persuade,https://en.wikipedia.org/wiki/persuade,NN
Thanatos,https://en.wikipedia.org/wiki/Thanatos,NN
Niobe,https://en.wikipedia.org/wiki/Niobe,NN
Niobe,https://en.wikipedia.org/wiki/Niobe,NN
Thebes,https://en.wikipedia.org/wiki/Thebes,NNS
Amphion,https://en.wikipedia.org/wiki/Amphion,NN
Niobids,https://en.wikipedia.org/wiki/Niobids,NNS
Chloris,https://en.wikipedia.org/wiki/Chloris,NN
Mount Sipylos,https://en.wikipedia.org/wiki/Mount_Sipylos,NNP NNP
Asia Minor,https://en.wikipedia.org/wiki/Asia_Minor,NNP NNP
Achelous,https://en.wikipedia.org/wiki/Achelous,JJ
Consorts and children,https://en.wikipedia.org/wiki/Consorts_and_children,NNS CC NNS
Female lovers,https://en.wikipedia.org/wiki/Female_lovers,NN NNS
Apollo and Daphne,https://en.wikipedia.org/wiki/Apollo_and_Daphne,NNP CC NNP
Daphne,https://en.wikipedia.org/wiki/Daphne,NN
nymph,https://en.wikipedia.org/wiki/nymph,NN
river god,https://en.wikipedia.org/wiki/river_god,NN NN
Peneus,https://en.wikipedia.org/wiki/Peneus,NN
laurel,https://en.wikipedia.org/wiki/laurel,NN
Delphi,https://en.wikipedia.org/wiki/Delphi,NN
Ovid,https://en.wikipedia.org/wiki/Ovid,NN
Metamorphoses,https://en.wikipedia.org/wiki/Metamorphoses,NNS
Eretria,https://en.wikipedia.org/wiki/Eretria,NNS
Leucothea,https://en.wikipedia.org/wiki/Leucothea,NN
Orchamus,https://en.wikipedia.org/wiki/Orchamus,NN
Clytia,https://en.wikipedia.org/wiki/Clytia,NN
Marpessa,https://en.wikipedia.org/wiki/Marpessa,NN
Idas,https://en.wikipedia.org/wiki/Idas,NNS
Zeus,https://en.wikipedia.org/wiki/Zeus,NN
Castalia,https://en.wikipedia.org/wiki/Castalia,NNS
nymph,https://en.wikipedia.org/wiki/nymph,NN
spring,https://en.wikipedia.org/wiki/spring,NN
Mt. Parnassos,https://en.wikipedia.org/wiki/Mt._Parnassos,NNP . NN
oracle,https://en.wikipedia.org/wiki/oracle,NN
Cyrene,https://en.wikipedia.org/wiki/Cyrene,NN
Aristaeus,https://en.wikipedia.org/wiki/Aristaeus,NN
fruit trees,https://en.wikipedia.org/wiki/fruit_trees,NN NNS
bee-keeping,https://en.wikipedia.org/wiki/bee-keeping,NN
culture-hero,https://en.wikipedia.org/wiki/culture-hero,NN
Hecuba,https://en.wikipedia.org/wiki/Hecuba,NNP
Priam,https://en.wikipedia.org/wiki/Priam,NN
Troy,https://en.wikipedia.org/wiki/Troy,NN
Troilus,https://en.wikipedia.org/wiki/Troilus,NN
oracle,https://en.wikipedia.org/wiki/oracle,NN
Achilleus,https://en.wikipedia.org/wiki/Achilleus,NN
Cassandra,https://en.wikipedia.org/wiki/Cassandra,NN
Coronis,https://en.wikipedia.org/wiki/Coronis,NN
Phlegyas,https://en.wikipedia.org/wiki/Phlegyas,NN
Lapiths,https://en.wikipedia.org/wiki/Lapiths,NNS
Asclepius,https://en.wikipedia.org/wiki/Asclepius,NN
Ischys,https://en.wikipedia.org/wiki/Ischys,NN
Elatus,https://en.wikipedia.org/wiki/Elatus,NN
centaur,https://en.wikipedia.org/wiki/centaur,NN
Chiron,https://en.wikipedia.org/wiki/Chiron,NNP
Euripides,https://en.wikipedia.org/wiki/Euripides,NNS
Ion,https://en.wikipedia.org/wiki/Ion,NN
Ion,https://en.wikipedia.org/wiki/Ion,NN
Creusa,https://en.wikipedia.org/wiki/Creusa,NN
Xuthus,https://en.wikipedia.org/wiki/Xuthus,NN
Hermes,https://en.wikipedia.org/wiki/Hermes,NNS
Delphi,https://en.wikipedia.org/wiki/Delphi,NN
Acantha,https://en.wikipedia.org/wiki/Acantha,NN
acanthus,https://en.wikipedia.org/wiki/acanthus,RB
Biblioteca,https://en.wikipedia.org/wiki/Biblioteca,NN
Corybantes,https://en.wikipedia.org/wiki/Corybantes,NNS
Thalia,https://en.wikipedia.org/wiki/Thalia,NN
Consorts and children: extended list,https://en.wikipedia.org/wiki/Consorts_and_children:_extended_list,NNS CC NNS : VBN NN
Acacallis,https://en.wikipedia.org/wiki/Acacallis,NNS
eponym,https://en.wikipedia.org/wiki/eponym,NN
Naxos,https://en.wikipedia.org/wiki/Naxos,NN
Acantha,https://en.wikipedia.org/wiki/Acantha,NN
Aethusa,https://en.wikipedia.org/wiki/Aethusa,NN
Eleuther,https://en.wikipedia.org/wiki/Eleuther,NN
Aganippe,https://en.wikipedia.org/wiki/Aganippe,NN
Linus,https://en.wikipedia.org/wiki/Linus,NN
Amphissa / Isse,https://en.wikipedia.org/wiki/Amphissa_/_Isse,NNP NNP NNP
Acacallis,https://en.wikipedia.org/wiki/Acacallis,NNS
Acacallis,https://en.wikipedia.org/wiki/Acacallis,NNS
Miletus,https://en.wikipedia.org/wiki/Miletus,NN
Leucippus,https://en.wikipedia.org/wiki/Leucippus,NN
Asclepius,https://en.wikipedia.org/wiki/Asclepius,NN
Eriopis,https://en.wikipedia.org/wiki/Eriopis,NN
Bolina,https://en.wikipedia.org/wiki/Bolina,NNP
Calliope,https://en.wikipedia.org/wiki/Calliope,NN
Orpheus,https://en.wikipedia.org/wiki/Orpheus,NN
Linus,https://en.wikipedia.org/wiki/Linus,NN
Ialemus,https://en.wikipedia.org/wiki/Ialemus,NN
Cassandra,https://en.wikipedia.org/wiki/Cassandra,NN
Castalia,https://en.wikipedia.org/wiki/Castalia,NNS
Celaeno,https://en.wikipedia.org/wiki/Celaeno,NN
Melaina,https://en.wikipedia.org/wiki/Melaina,NNP
Thyia,https://en.wikipedia.org/wiki/Thyia,NN
Delphus,https://en.wikipedia.org/wiki/Delphus,NN
Chione,https://en.wikipedia.org/wiki/Chione,NN
Leuconoe,https://en.wikipedia.org/wiki/Leuconoe,NN
Philammon,https://en.wikipedia.org/wiki/Philammon,NN
Coronus,https://en.wikipedia.org/wiki/Coronus,NN
Parthenos,https://en.wikipedia.org/wiki/Parthenos,NNS
Coronis,https://en.wikipedia.org/wiki/Coronis,NN
Asclepius,https://en.wikipedia.org/wiki/Asclepius,NN
Coryceia,https://en.wikipedia.org/wiki/Coryceia,NN
Lycorus,https://en.wikipedia.org/wiki/Lycorus,NN
Creusa,https://en.wikipedia.org/wiki/Creusa,NN
Ion,https://en.wikipedia.org/wiki/Ion,NN
Cyrene,https://en.wikipedia.org/wiki/Cyrene,NN
Aristaeus,https://en.wikipedia.org/wiki/Aristaeus,NN
Idmon,https://en.wikipedia.org/wiki/Idmon,NN
Curetes,https://en.wikipedia.org/wiki/Curetes,NNS
Daphne,https://en.wikipedia.org/wiki/Daphne,NN
Lycaon,https://en.wikipedia.org/wiki/Lycaon,NN
Dryope,https://en.wikipedia.org/wiki/Dryope,NN
Locris,https://en.wikipedia.org/wiki/Locris,NNP
Agreus,https://en.wikipedia.org/wiki/Agreus,NN
Evadne,https://en.wikipedia.org/wiki/Evadne,NN
Iamus,https://en.wikipedia.org/wiki/Iamus,NN
Gryne,https://en.wikipedia.org/wiki/Gryne,NN
Hecate,https://en.wikipedia.org/wiki/Hecate,NN
Scylla,https://en.wikipedia.org/wiki/Scylla,NN
Hecuba,https://en.wikipedia.org/wiki/Hecuba,NNP
Troilus,https://en.wikipedia.org/wiki/Troilus,NN
Hector,https://en.wikipedia.org/wiki/Hector,NN
Hestia,https://en.wikipedia.org/wiki/Hestia,NN
Hypermnestra,https://en.wikipedia.org/wiki/Hypermnestra,NNP
Oicles,https://en.wikipedia.org/wiki/Oicles,NNS
Amphiaraus,https://en.wikipedia.org/wiki/Amphiaraus,NN
Cycnus,https://en.wikipedia.org/wiki/Cycnus,NN
Manto,https://en.wikipedia.org/wiki/Manto,NN
Mopsus,https://en.wikipedia.org/wiki/Mopsus,NN
Marpessa,https://en.wikipedia.org/wiki/Marpessa,NN
Melia,https://en.wikipedia.org/wiki/Melia,NNS
Ismenus,https://en.wikipedia.org/wiki/Ismenus,NN
Tenerus,https://en.wikipedia.org/wiki/Tenerus,NN
Ocyrhoe,https://en.wikipedia.org/wiki/Ocyrhoe,NN
Othreis,https://en.wikipedia.org/wiki/Othreis,NN
Lycomedes,https://en.wikipedia.org/wiki/Lycomedes,NNS
Laodocus,https://en.wikipedia.org/wiki/Laodocus,NN
Polypoetes,https://en.wikipedia.org/wiki/Polypoetes,NNS
Procleia,https://en.wikipedia.org/wiki/Procleia,NN
Tenes,https://en.wikipedia.org/wiki/Tenes,NNS
Psamathe,https://en.wikipedia.org/wiki/Psamathe,NN
Linus,https://en.wikipedia.org/wiki/Linus,NN
Rhoeo,https://en.wikipedia.org/wiki/Rhoeo,NN
Anius,https://en.wikipedia.org/wiki/Anius,NN
Ceos,https://en.wikipedia.org/wiki/Ceos,NN
Cicones,https://en.wikipedia.org/wiki/Cicones,NNS
Sinope,https://en.wikipedia.org/wiki/Sinope,NN
Syrus,https://en.wikipedia.org/wiki/Syrus,NN
Stilbe,https://en.wikipedia.org/wiki/Stilbe,NN
Lapithes,https://en.wikipedia.org/wiki/Lapithes,NNS
Zeuxippus,https://en.wikipedia.org/wiki/Zeuxippus,NN
Thaleia,https://en.wikipedia.org/wiki/Thaleia,NN
Corybantes,https://en.wikipedia.org/wiki/Corybantes,NNS
Hyperborea,https://en.wikipedia.org/wiki/Hyperborea,NN
Thero,https://en.wikipedia.org/wiki/Thero,NN
Urania,https://en.wikipedia.org/wiki/Urania,NN
Oileus,https://en.wikipedia.org/wiki/Oileus,NN
Erginus,https://en.wikipedia.org/wiki/Erginus,NN
Trophonius,https://en.wikipedia.org/wiki/Trophonius,NN
Acraepheus,https://en.wikipedia.org/wiki/Acraepheus,NN
Chariclo,https://en.wikipedia.org/wiki/Chariclo,NN
Erymanthus,https://en.wikipedia.org/wiki/Erymanthus,RB
Marathon,https://en.wikipedia.org/wiki/Marathon,NN
Melaneus,https://en.wikipedia.org/wiki/Melaneus,NN
Oncius,https://en.wikipedia.org/wiki/Oncius,NN
Phemonoe,https://en.wikipedia.org/wiki/Phemonoe,NN
Pisa,https://en.wikipedia.org/wiki/Pisa,NN
Etruria,https://en.wikipedia.org/wiki/Etruria,NNS
Cephisso,https://en.wikipedia.org/wiki/Cephisso,NN
Apollonis,https://en.wikipedia.org/wiki/Apollonis,NN
Borysthenis,https://en.wikipedia.org/wiki/Borysthenis,NN
Male lovers,https://en.wikipedia.org/wiki/Male_lovers,NN NNS
Hyacinth,https://en.wikipedia.org/wiki/Hyacinth,NN
Spartan,https://en.wikipedia.org/wiki/Spartan,NN
discus,https://en.wikipedia.org/wiki/discus,NN
Zephyrus,https://en.wikipedia.org/wiki/Zephyrus,NN
flower,https://en.wikipedia.org/wiki/flower,NN
Cyparissus,https://en.wikipedia.org/wiki/Cyparissus,NN
Heracles,https://en.wikipedia.org/wiki/Heracles,NNS
javelin,https://en.wikipedia.org/wiki/javelin,NN
Cypress,https://en.wikipedia.org/wiki/Cypress,NN
Admetus,https://en.wikipedia.org/wiki/Admetus,NN
Atymnius,https://en.wikipedia.org/wiki/Atymnius,NN
Sarpedon,https://en.wikipedia.org/wiki/Sarpedon,NN
Branchus,https://en.wikipedia.org/wiki/Branchus,NNS
Carnus,https://en.wikipedia.org/wiki/Carnus,NN
Sicyon,https://en.wikipedia.org/wiki/Sicyon,NN
"Hippolytus, the son of Theseus","https://en.wikipedia.org/wiki/Hippolytus,_the_son_of_Theseus","NNP , DT NN IN NNP"
Hymenaios,https://en.wikipedia.org/wiki/Hymenaios,NNS
Iapis,https://en.wikipedia.org/wiki/Iapis,NN
Phorbas,https://en.wikipedia.org/wiki/Phorbas,NN
Apollo's lyre,https://en.wikipedia.org/wiki/Apollo's_lyre,NNP POS NN
Hermes,https://en.wikipedia.org/wiki/Hermes,NNS
Mount Cyllene,https://en.wikipedia.org/wiki/Mount_Cyllene,NNP NNP
Homeric Hymn,https://en.wikipedia.org/wiki/Homeric_Hymn,NNP NNP
Hermes,https://en.wikipedia.org/wiki/Hermes,NNS
Maia,https://en.wikipedia.org/wiki/Maia,NN
Zeus,https://en.wikipedia.org/wiki/Zeus,NN
Thessaly,https://en.wikipedia.org/wiki/Thessaly,NN
Pylos,https://en.wikipedia.org/wiki/Pylos,NN
tortoise,https://en.wikipedia.org/wiki/tortoise,NN
lyre,https://en.wikipedia.org/wiki/lyre,NN
Apollo in the Oresteia,https://en.wikipedia.org/wiki/Apollo_in_the_Oresteia,NNP IN DT NNP
Aeschylus,https://en.wikipedia.org/wiki/Aeschylus,CC
Oresteia,https://en.wikipedia.org/wiki/Oresteia,NN
Clytemnestra,https://en.wikipedia.org/wiki/Clytemnestra,NNP
Agamemnon,https://en.wikipedia.org/wiki/Agamemnon,NN
Iphigenia,https://en.wikipedia.org/wiki/Iphigenia,NN
Cassandra,https://en.wikipedia.org/wiki/Cassandra,NN
Orestes,https://en.wikipedia.org/wiki/Orestes,NNS
Aegisthus,https://en.wikipedia.org/wiki/Aegisthus,RB
Erinyes,https://en.wikipedia.org/wiki/Erinyes,NNS
vengeance,https://en.wikipedia.org/wiki/vengeance,NN
matricide,https://en.wikipedia.org/wiki/matricide,NN
Other stories,https://en.wikipedia.org/wiki/Other_stories,JJ NNS
Aloadae,https://en.wikipedia.org/wiki/Aloadae,NN
Mt. Olympus,https://en.wikipedia.org/wiki/Mt._Olympus,NNP . NN
Callimachus,https://en.wikipedia.org/wiki/Callimachus,NN
Hyperboreans,https://en.wikipedia.org/wiki/Hyperboreans,NNS
Cephissus,https://en.wikipedia.org/wiki/Cephissus,NN
sea monster,https://en.wikipedia.org/wiki/sea_monster,NN NN
Paximadia,https://en.wikipedia.org/wiki/Paximadia,NNP
Musical contests,https://en.wikipedia.org/wiki/Musical_contests,JJ NNS
Pan,https://en.wikipedia.org/wiki/Pan,NN
kithara,https://en.wikipedia.org/wiki/kithara,NN
Tmolus,https://en.wikipedia.org/wiki/Tmolus,NN
Midas,https://en.wikipedia.org/wiki/Midas,NNS
donkey,https://en.wikipedia.org/wiki/donkey,NN
Marsyas,https://en.wikipedia.org/wiki/Marsyas,NN
satyr,https://en.wikipedia.org/wiki/satyr,NN
aulos,https://en.wikipedia.org/wiki/aulos,NN
Athena,https://en.wikipedia.org/wiki/Athena,NN
Muses,https://en.wikipedia.org/wiki/Muses,NNS
lyre,https://en.wikipedia.org/wiki/lyre,NN
flayed,https://en.wikipedia.org/wiki/flayed,NNS
Celaenae,https://en.wikipedia.org/wiki/Celaenae,NN
Phrygia,https://en.wikipedia.org/wiki/Phrygia,NN
hubris,https://en.wikipedia.org/wiki/hubris,NN
Marsyas,https://en.wikipedia.org/wiki/Marsyas,NN
flute,https://en.wikipedia.org/wiki/flute,NN
lyre,https://en.wikipedia.org/wiki/lyre,NN
Cinyras,https://en.wikipedia.org/wiki/Cinyras,NNS
constituent country,https://en.wikipedia.org/wiki/constituent_country,JJ NN
Kingdom of the Netherlands,https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands,NNP IN DT NNP
Caribbean Sea,https://en.wikipedia.org/wiki/Caribbean_Sea,NNP NNP
Lesser Antilles,https://en.wikipedia.org/wiki/Lesser_Antilles,NNP NNP
Venezuela,https://en.wikipedia.org/wiki/Venezuela,NNP
Bonaire,https://en.wikipedia.org/wiki/Bonaire,NN
Curaçao,https://en.wikipedia.org/wiki/Curaçao,NN
ABC islands,https://en.wikipedia.org/wiki/ABC_islands,NNP NNS
Dutch Caribbean,https://en.wikipedia.org/wiki/Dutch_Caribbean,JJ NNP
Kingdom of the Netherlands,https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands,NNP IN DT NNP
Netherlands,https://en.wikipedia.org/wiki/Netherlands,NNS
Curaçao,https://en.wikipedia.org/wiki/Curaçao,NN
Sint Maarten,https://en.wikipedia.org/wiki/Sint_Maarten,NNP NNP
Oranjestad,https://en.wikipedia.org/wiki/Oranjestad,NN
cactus,https://en.wikipedia.org/wiki/cactus,NN
Hurricane Alley,https://en.wikipedia.org/wiki/Hurricane_Alley,NNP NNP
History,https://en.wikipedia.org/wiki/History,NN
History of Aruba,https://en.wikipedia.org/wiki/History_of_Aruba,NN IN NNP
Caquetío Amerindians,https://en.wikipedia.org/wiki/Caquetío_Amerindians,NNP NNPS
Arawak,https://en.wikipedia.org/wiki/Arawak,NN
Venezuela,https://en.wikipedia.org/wiki/Venezuela,NNP
Caribs,https://en.wikipedia.org/wiki/Caribs,NN
canoe,https://en.wikipedia.org/wiki/canoe,NN
Caribbean islands,https://en.wikipedia.org/wiki/Caribbean_islands,NNP NNS
Caquetio,https://en.wikipedia.org/wiki/Caquetio,NN
Amerigo Vespucci,https://en.wikipedia.org/wiki/Amerigo_Vespucci,NNP NNP
Alonso de Ojeda,https://en.wikipedia.org/wiki/Alonso_de_Ojeda,NNP FW NNP
brazilwood,https://en.wikipedia.org/wiki/brazilwood,NN
slave trade,https://en.wikipedia.org/wiki/slave_trade,NN NN
Spain,https://en.wikipedia.org/wiki/Spain,NNP
Cacique,https://en.wikipedia.org/wiki/Cacique,NN
chief,https://en.wikipedia.org/wiki/chief,NN
Hispaniola,https://en.wikipedia.org/wiki/Hispaniola,NNP
Juan Martínez de Ampiés,https://en.wikipedia.org/wiki/Juan_Martínez_de_Ampiés,JJ NNP FW NNP
House of Welser,https://en.wikipedia.org/wiki/House_of_Welser,NNP IN NNP
Dutch,https://en.wikipedia.org/wiki/Dutch,NN
Dutch,https://en.wikipedia.org/wiki/Dutch,NN
Peter Stuyvesant,https://en.wikipedia.org/wiki/Peter_Stuyvesant,NNP NNP
New Amsterdam,https://en.wikipedia.org/wiki/New_Amsterdam,NNP NNP
Dutch West India Company,https://en.wikipedia.org/wiki/Dutch_West_India_Company,JJ NNP NNP NNP
British Empire,https://en.wikipedia.org/wiki/British_Empire,JJ NN
occupation of the Netherlands,https://en.wikipedia.org/wiki/occupation_of_the_Netherlands,NN IN DT NNP
